City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Richards Bay,ZA,-28.783,32.0377,73.83,87,100,7.96,overcast clouds
480,Soavinandriana,MG,-19.1667,46.7333,61.07,89,100,1.54,light rain
481,Kloulklubed,PW,7.0419,134.2556,83.26,78,61,18.19,broken clouds
482,Shitanjing,CN,39.2342,106.3439,17.82,45,17,4.03,few clouds
483,Padang,ID,-0.9492,100.3543,73.45,88,99,3.62,light rain
484,Botshabelo,ZA,-29.2702,26.7052,71.4,40,71,4.54,broken clouds
485,Ignacio Zaragoza,MX,28.3833,-107.2167,53.42,27,52,27.98,broken clouds
486,Angol,CL,-37.8,-72.7167,82.02,29,0,11.25,clear sky
487,Solton,RU,52.8429,86.4787,17.24,89,100,3.85,overcast clouds
488,Okhotsk,RU,59.3833,143.3,4.01,93,100,18.63,light snow
489,Impfondo,CG,1.6381,18.0667,77.58,59,51,2.48,broken clouds
490,Kosonsoy,UZ,41.2561,71.5508,27.16,97,100,2.13,light snow
491,Neiafu,TO,-18.65,-173.9833,81.28,89,75,5.75,broken clouds
492,Saint-Francois,FR,46.4154,3.9054,38.64,93,100,0.0,fog
493,Ewa Beach,US,21.3156,-158.0072,78.75,78,20,10.36,few clouds
494,Sitka,US,57.0531,-135.33,44.49,61,75,13.8,broken clouds
495,Yasnaya Polyana,RU,44.0225,42.7539,30.4,57,12,3.98,few clouds
496,Princeton,US,25.5384,-80.4089,83.01,77,40,11.5,scattered clouds
497,Marawi,PH,7.9986,124.2928,68.99,93,100,1.81,overcast clouds
498,Molochnyy,RU,68.8539,33.0205,3.76,92,75,0.0,broken clouds
499,Moose Factory,CA,51.2585,-80.6094,17.98,89,87,6.93,overcast clouds
500,Klyuchi,RU,52.2667,79.1667,25.74,78,43,19.42,scattered clouds
501,Jiaonan,CN,35.8786,119.9753,36.32,69,0,4.83,clear sky
502,Kawalu,ID,-7.3817,108.2082,71.67,92,100,0.92,overcast clouds
503,Sarkand,KZ,45.41,79.9186,29.75,87,100,3.58,light snow
504,Zeya,RU,53.75,127.2667,-15.07,93,34,2.71,scattered clouds
505,Balkhash,KZ,46.844,74.9804,23.31,87,62,20.18,broken clouds
506,Bentiu,SS,9.2333,29.8333,79.83,34,9,4.65,clear sky
507,Inongo,CD,-1.95,18.2667,72.88,88,60,3.65,broken clouds
508,Teya,RU,60.3778,92.6267,2.16,99,100,1.86,overcast clouds
509,Saint-Leu,RE,-21.15,55.2833,77.86,75,77,1.74,light rain
510,Pavlodar,KZ,52.3,76.95,22.8,80,14,22.37,few clouds
511,Lubao,PH,14.9167,120.55,78.51,85,99,10.89,overcast clouds
512,Albacete,ES,38.8333,-2.0,47.19,93,20,0.0,few clouds
513,Krasnorechenskiy,RU,44.6265,135.3532,-4.54,88,71,13.91,broken clouds
514,Skagen,DK,57.7209,10.5839,40.42,85,92,13.06,overcast clouds
515,Zhigansk,RU,66.7697,123.3711,-20.9,96,100,12.71,overcast clouds
516,Aras,ES,42.5617,-2.356,36.01,87,0,2.3,clear sky
517,Igrim,RU,63.1906,64.4162,9.81,96,100,4.21,light snow
518,Koforidua,GH,6.0941,-0.2591,75.72,45,35,1.99,scattered clouds
519,Gouyave,GD,12.1646,-61.7296,83.17,65,20,18.41,few clouds
520,Tete,MZ,-16.1564,33.5867,75.18,92,100,2.35,moderate rain
521,Batsfjord,NO,70.6345,29.7185,31.93,93,75,2.3,light shower snow
522,Venado Tuerto,AR,-33.7456,-61.9688,85.77,15,0,18.39,clear sky
523,Kamina,CD,-8.7386,24.9906,64.4,94,100,3.06,overcast clouds
524,Egvekinot,RU,66.3167,-179.1667,-14.4,98,100,3.31,light snow
525,Neftegorsk,RU,52.802,51.166,28.02,97,100,10.71,light snow
526,Mysliborz,PL,52.9238,14.8679,34.86,91,1,5.37,clear sky
527,Geraldton,AU,-28.7667,114.6,82.81,24,32,28.77,scattered clouds
528,Bucerias,MX,20.75,-105.3333,78.78,65,0,10.36,clear sky
529,Ayan,RU,56.45,138.1667,-5.6,72,100,13.62,overcast clouds
530,Matara,LK,5.9485,80.5353,73.42,85,78,3.06,broken clouds
531,Santa Marta,CO,11.2408,-74.199,85.89,62,7,18.01,clear sky
532,Kurilsk,RU,45.2333,147.8833,20.16,58,100,11.59,light snow
533,Ugoofaaru,MV,5.6667,73.0,80.53,63,3,13.58,clear sky
534,Sujangarh,IN,27.7011,74.4649,48.07,36,0,5.28,clear sky
535,Arlit,NE,18.7369,7.3853,63.81,24,43,9.64,scattered clouds
536,Chaoyang,CN,41.5703,120.4586,15.8,36,69,1.9,broken clouds
537,Gretna,US,29.9147,-90.054,78.01,82,100,24.16,overcast clouds
538,Puerto El Triunfo,SV,13.2833,-88.55,83.98,60,5,8.28,clear sky
539,Kostomuksha,RU,64.571,30.5767,0.07,99,80,4.07,broken clouds
540,Chortkiv,UA,49.0171,25.798,43.38,86,100,12.5,overcast clouds
541,Flinders,AU,-34.5833,150.8552,65.37,89,100,5.35,overcast clouds
542,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,86,44,18.34,scattered clouds
543,Urusha,RU,54.05,122.9,-24.34,98,29,2.17,scattered clouds
544,Tlacotepec,MX,20.0667,-97.8667,77.25,36,81,5.44,broken clouds
545,Van Buren,US,35.4368,-94.3483,60.82,49,0,12.66,clear sky
546,Hita,JP,33.3167,130.9333,36.14,74,5,3.76,clear sky
547,Calatayud,ES,41.3535,-1.6432,47.55,57,15,3.42,few clouds
548,Bilma,NE,18.6853,12.9164,61.95,26,92,9.35,overcast clouds
549,Sabaudia,IT,41.3003,13.0282,56.48,94,99,4.76,overcast clouds
550,Muroto,JP,33.2833,134.15,45.79,58,1,12.41,clear sky
551,Chernyshevskiy,RU,63.0128,112.4714,-21.96,100,99,3.51,overcast clouds
552,Gazojak,TM,41.1875,61.4036,40.62,86,25,5.77,scattered clouds
553,Jiexiu,CN,37.0244,111.9125,32.67,38,100,2.91,overcast clouds
554,Nanakuli,US,21.3906,-158.1547,78.75,74,20,10.36,few clouds
555,Gerash,IR,27.6652,54.1371,48.34,35,89,2.93,overcast clouds
556,Rivadavia,AR,-33.1905,-68.4608,87.26,17,0,8.52,clear sky
557,Spring Valley,US,36.108,-115.245,52.95,54,100,4.61,overcast clouds
558,Palmas,BR,-10.2128,-48.3603,85.98,20,75,2.3,thunderstorm with light rain
559,Quang Ngai,VN,15.1167,108.8,69.17,95,100,9.78,overcast clouds
560,Cariamanga,EC,-4.3333,-79.55,69.64,40,67,6.87,broken clouds
561,Myanaung,MM,18.2833,95.3167,64.99,60,2,7.34,clear sky
562,Kutum,SD,14.2,24.6667,61.59,33,0,10.78,clear sky
563,Yueyang,CN,29.3333,113.0919,42.96,72,7,3.4,clear sky
564,Marsh Harbour,BS,26.5412,-77.0636,76.33,73,5,12.03,clear sky
565,Boddam,GB,57.4667,-1.7833,46.78,96,100,17.56,overcast clouds
566,Lodwar,KE,3.1191,35.5973,82.9,40,3,10.42,clear sky
567,Pizarro,CO,4.9533,-77.366,77.29,84,89,3.53,light rain
568,Mount Gambier,AU,-37.8333,140.7667,54.19,65,100,8.97,overcast clouds
569,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.8,98,100,1.57,moderate rain
570,Kaduqli,SD,11.0167,29.7167,77.23,21,63,12.5,broken clouds
571,Erenhot,CN,43.6475,111.9767,10.94,77,2,7.05,clear sky
572,Oktyabrskiy,RU,54.4815,53.471,15.64,98,100,4.23,overcast clouds
573,Stykkisholmur,IS,65.0757,-22.7297,21.4,77,99,7.94,overcast clouds
574,Alappuzha,IN,9.49,76.3264,75.94,72,5,3.4,clear sky
575,New Bern,US,35.1085,-77.0441,73.42,68,0,9.22,clear sky
576,Jining,CN,35.405,116.5814,32.99,64,3,4.79,clear sky
577,Dnipryany,UA,46.7463,33.2729,45.03,87,100,6.87,overcast clouds
578,Arman,RU,59.7,150.1667,4.33,85,100,14.65,overcast clouds
579,Rawson,AR,-43.3002,-65.1023,68.76,43,23,14.43,few clouds
580,Nouadhibou,MR,20.931,-17.0347,69.39,66,0,18.45,clear sky
581,Hervey Bay,AU,-25.2986,152.8535,74.79,78,2,8.34,clear sky
582,Chissamba,AO,-12.1667,17.3333,61.9,96,77,3.36,light rain
583,Carman,CA,49.4992,-98.0016,12.7,93,10,3.04,clear sky
584,Sabha,LY,27.0377,14.4283,54.72,42,0,8.66,clear sky
585,Basoko,CD,1.2391,23.616,76.33,68,40,1.83,scattered clouds
586,Chicama,PE,-7.8447,-79.1469,72.14,59,53,11.39,broken clouds
587,Lorengau,PG,-2.0226,147.2712,82.83,74,100,12.55,overcast clouds
588,Povenets,RU,62.8487,34.8262,5.22,96,52,6.53,broken clouds
589,Arkhara,RU,49.4212,130.0842,-24.29,100,86,2.75,overcast clouds
590,Saint-Raymond,CA,45.467,-73.6095,39.18,77,100,4.92,overcast clouds
591,Naryan-Mar,RU,67.6713,53.087,3.13,96,100,9.84,light snow
592,Pinega,RU,64.7001,43.3936,-8.52,100,99,3.33,overcast clouds
593,Sai Buri,TH,6.7013,101.6168,75.25,87,99,5.1,overcast clouds
594,Aswan,EG,24.0934,32.907,58.64,48,0,8.75,clear sky
595,Khandyga,RU,62.6667,135.6,-55.35,100,88,2.46,overcast clouds
596,Tabuk,PH,17.4189,121.4443,69.67,93,99,5.86,overcast clouds
597,Ust-Koksa,RU,50.2696,85.6108,18.86,94,100,3.91,light snow
598,Carbonia,IT,39.1672,8.5222,52.02,81,37,2.35,scattered clouds
599,Aguia Branca,BR,-18.9831,-40.7403,78.76,82,89,6.33,overcast clouds
600,Verkhnevilyuysk,RU,63.4453,120.3167,-0.15,96,100,4.41,overcast clouds
601,Correntina,BR,-13.3433,-44.6367,75.24,88,98,4.83,overcast clouds
602,Vanimo,PG,-2.6741,141.3028,77.16,87,100,5.03,overcast clouds
603,Ust-Nera,RU,64.5667,143.2,-36.89,98,99,3.83,overcast clouds
604,Dasoguz,TM,41.8363,59.9666,38.26,78,15,4.05,few clouds
605,Fort Dodge,US,42.4975,-94.168,36.82,100,100,5.75,mist
606,Champerico,GT,14.3,-91.9167,82.4,65,6,7.7,clear sky
607,Eyl,SO,7.9803,49.8164,76.84,65,29,19.64,scattered clouds
608,Te Anau,NZ,-45.4167,167.7167,62.35,63,99,1.5,overcast clouds
609,Puerto Quijarro,BO,-17.7833,-57.7667,81.5,68,100,6.78,overcast clouds
610,Nara,JP,34.6851,135.8049,42.49,69,6,4.74,clear sky
611,Usinsk,RU,65.9939,57.5281,-2.04,98,100,3.89,overcast clouds
612,Campina Verde,BR,-19.5356,-49.4864,72.45,82,100,6.33,overcast clouds
613,Tarbagatay,RU,51.4803,107.3602,-31.47,100,46,2.53,scattered clouds
614,Calbuco,CL,-41.768,-73.1273,63.61,66,94,8.34,overcast clouds
615,Christchurch,NZ,-43.5333,172.6333,67.95,78,96,12.66,overcast clouds
616,Bobo Dioulasso,BF,11.1771,-4.2979,72.43,15,15,5.06,few clouds
617,Acajutla,SV,13.5928,-89.8275,83.93,60,35,6.91,scattered clouds
618,Ballina,AU,-28.8667,153.5667,68.02,99,2,2.64,clear sky
619,Itarema,BR,-2.9248,-39.9167,81.52,73,100,14.67,overcast clouds
620,Lufilufi,WS,-13.8745,-171.5986,81.79,75,85,6.67,light rain
621,Breves,BR,-1.6822,-50.4803,78.42,85,98,3.65,overcast clouds
622,Oxford,GB,51.7522,-1.256,53.78,98,100,16.11,overcast clouds
623,Floro,NO,61.5996,5.0328,39.16,60,40,19.57,scattered clouds
624,Meulaboh,ID,4.1363,96.1285,75.42,89,100,3.53,overcast clouds
625,Pundaguitan,PH,6.3711,126.1689,79.95,78,100,9.24,light rain
626,Powell River,CA,49.8496,-124.5361,43.09,86,95,6.2,overcast clouds
627,Kieta,PG,-6.2167,155.6333,79.83,85,100,9.57,light rain
628,Vikindu,TZ,-7.0067,39.2985,77.63,80,14,7.47,few clouds
629,Porirua,NZ,-41.1333,174.85,70.56,69,94,4.25,overcast clouds
630,Maarianhamina,AX,60.0973,19.9348,31.86,80,100,12.66,overcast clouds
631,Esmeraldas,BR,-19.7625,-44.3139,72.46,91,100,5.46,overcast clouds
632,Cam Ranh,VN,11.9214,109.1591,75.16,83,40,18.41,scattered clouds
633,Stepnoye,RU,51.4,46.8667,38.89,96,100,16.49,overcast clouds
634,Bismarck,US,46.8083,-100.7837,15.64,73,100,5.75,haze
635,Shelburne,CA,44.0787,-80.2041,34.23,99,100,7.56,overcast clouds
636,Aleksandrov Gay,RU,50.147,48.5704,41.16,90,100,19.93,overcast clouds
637,Chernyakhiv,UA,50.4565,28.6702,40.93,87,99,13.71,overcast clouds
638,Hailar,CN,49.2,119.7,-22.79,99,20,5.95,few clouds
639,Bartica,GY,6.4,-58.6167,82.72,93,100,4.36,overcast clouds
640,Sokolo,ML,14.7328,-6.1219,74.59,14,54,9.89,broken clouds
641,La Libertad,EC,-2.2333,-80.9,78.46,78,20,13.8,few clouds
642,Aykhal,RU,66.0,111.5,-19.5,99,100,13.06,overcast clouds
643,La Primavera,CO,5.4906,-70.4092,95.25,29,19,9.57,few clouds
644,Coihaique,CL,-45.5752,-72.0662,65.01,55,75,12.66,broken clouds
645,Limbe,CM,4.0242,9.2149,80.69,77,90,6.4,overcast clouds
646,Coruripe,BR,-10.1256,-36.1756,80.38,73,31,12.53,scattered clouds
647,Daru,PG,-9.0763,143.2092,77.72,86,100,5.77,overcast clouds
648,Ferrol,ES,43.4832,-8.2369,55.67,79,75,13.22,broken clouds
649,Barabai,ID,-2.5833,115.3833,73.87,96,100,2.37,moderate rain
650,Nova Gradiska,HR,45.255,17.3831,49.89,86,100,2.42,overcast clouds
651,Pemba,MZ,-12.974,40.5178,75.45,87,98,6.87,light rain
652,Dicabisagan,PH,17.0818,122.4157,74.35,88,100,13.27,overcast clouds
653,Mananjary,MG,-21.2167,48.3333,75.58,86,100,6.96,light rain
654,Jamsa,FI,61.8642,25.19,27.14,97,99,2.28,light snow
655,Abalak,RU,58.1286,68.5944,18.75,97,100,3.6,light snow
656,Salinopolis,BR,-0.6136,-47.3561,81.32,78,14,10.56,few clouds
657,Caravelas,BR,-17.7125,-39.2481,80.55,72,33,9.69,scattered clouds
658,Wilmington,US,34.2257,-77.9447,73.99,72,0,16.11,clear sky
659,Sungairaya,ID,0.7,108.9,75.99,88,100,7.52,moderate rain
660,Lumeje,AO,-11.55,20.7833,65.52,90,96,2.59,overcast clouds
661,Gudalur,IN,9.6833,77.2667,65.98,94,24,2.13,few clouds
662,Qasigiannguit,GL,68.8193,-51.1922,-16.53,74,39,6.8,scattered clouds
663,Ketchikan,US,55.3422,-131.6461,44.58,87,100,4.61,overcast clouds
664,Yurino,RU,56.2942,46.3039,19.58,96,100,6.62,light snow
665,Nokaneng,BW,-19.6667,22.2667,75.29,62,98,8.5,overcast clouds
666,Jizan,SA,17.3333,42.6667,79.21,70,19,5.91,few clouds
667,Bangolo,CI,7.0069,-7.475,72.45,22,45,2.04,scattered clouds
668,Pangai,TO,-19.8,-174.35,79.99,75,100,12.44,overcast clouds
669,West Wendover,US,40.7391,-114.0733,31.21,64,75,0.0,broken clouds
670,Shubarkuduk,KZ,49.1447,56.4872,24.01,92,86,9.08,overcast clouds
671,Lazarev,RU,52.225,141.5131,2.37,59,100,22.26,overcast clouds
672,Cumana,VE,10.4635,-64.1775,78.98,75,25,15.84,scattered clouds
673,Rantepao,ID,-2.9701,119.8978,65.62,87,100,3.83,overcast clouds
674,Shu,KZ,43.5983,73.7614,34.16,92,100,22.17,light snow
675,Novyy Urgal,RU,51.0736,132.5642,-37.98,100,67,1.25,broken clouds
676,Daye,CN,30.0833,114.95,42.4,67,0,4.56,clear sky
677,Poum,NC,-20.2333,164.0167,77.41,68,15,6.53,few clouds
678,Litovko,RU,49.2361,135.1742,-25.85,100,7,2.51,clear sky
679,Namanyere,TZ,-7.5167,31.05,65.03,68,87,2.89,overcast clouds
680,Salinas,US,36.6777,-121.6555,60.01,71,0,12.66,clear sky
681,Bayir,TR,37.2687,28.2167,36.12,45,0,2.66,clear sky
682,Springdale,US,36.1867,-94.1288,57.72,52,0,15.01,clear sky
683,Komsomolskiy,UZ,40.4272,71.7189,34.52,86,100,6.91,fog
684,Kysyl-Syr,RU,63.8986,122.7617,-11.07,99,100,5.84,overcast clouds
685,Irece,BR,-11.3042,-41.8558,76.03,72,99,5.44,overcast clouds
686,Prudy,RU,57.5738,46.2718,12.56,97,100,3.87,overcast clouds
687,Pinar Del Rio,CU,22.4175,-83.6981,82.51,63,68,14.23,broken clouds
688,La Maddalena,IT,41.2142,9.4083,55.56,82,98,6.17,overcast clouds
689,Haimen,CN,23.1935,116.6142,58.3,77,86,18.41,overcast clouds
690,Naze,JP,28.3667,129.4833,55.63,63,80,16.06,broken clouds
691,Mbandaka,CD,0.0487,18.2603,75.11,74,93,3.15,overcast clouds
692,Huangzhai,CN,38.0751,112.6595,10.81,43,53,3.29,broken clouds
