City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Cimitarra,CO,2022-12-31 01:14:09,6.3142,-73.9497,74.75,91,89,3.62
288,Huarmey,PE,2022-12-31 01:14:10,-10.0681,-78.1522,70.39,81,100,7.67
289,Nuevo Progreso,MX,2022-12-31 01:14:10,23.1667,-97.95,66.47,76,100,3.98
290,Russell,US,2022-12-31 01:14:10,32.3502,-85.1999,62.2,94,0,0.0
291,Nerekhta,RU,2022-12-31 01:14:11,57.4588,40.5747,28.29,98,100,5.28
292,Port Hardy,CA,2022-12-31 01:14:12,50.6996,-127.4199,41.99,93,100,12.24
293,Codrington,AU,2022-12-31 01:14:12,-38.2667,141.9667,74.23,50,0,5.66
294,Nizwa,OM,2022-12-31 01:14:12,22.9333,57.5333,60.64,58,0,0.96
295,Varhaug,NO,2022-12-31 01:14:12,58.6147,5.6457,46.89,78,73,30.85
296,Gondanglegi,ID,2022-12-31 01:14:13,-7.7479,112.0132,79.02,85,60,11.99
297,Spoleto,IT,2022-12-31 01:14:15,42.7448,12.7374,56.16,81,100,4.65
298,Opuwo,NA,2022-12-31 01:14:15,-18.0607,13.84,70.05,76,88,3.96
299,Amapa,BR,2022-12-31 01:14:16,1.0,-52.0,71.4,99,90,1.34
300,Calvia,ES,2022-12-31 01:14:16,39.5657,2.5062,56.41,86,27,6.96
301,Portlethen,GB,2022-12-31 01:14:17,57.0547,-2.1307,40.77,63,0,17.27
302,Hithadhoo,MV,2022-12-31 01:14:17,-0.6,73.0833,80.4,69,55,4.7
303,Ouesso,CG,2022-12-31 01:14:18,1.6136,16.0517,70.27,54,13,2.55
304,Bairiki,KI,2022-12-31 01:14:18,1.3292,172.9752,89.6,62,40,13.8
305,Matagami,CA,2022-12-31 01:14:19,49.7502,-77.6328,35.71,93,100,8.05
306,Astorga,BR,2022-12-31 01:14:19,-23.2325,-51.6656,69.78,83,100,10.09
307,Pinhao,BR,2022-12-31 01:14:20,-25.6956,-51.6597,59.92,94,0,2.8
308,Kananga,CD,2022-12-31 01:14:21,-5.8958,22.4178,67.12,91,100,2.37
309,Spornoye,RU,2022-12-31 01:14:22,50.8448,37.2913,34.86,94,100,12.06
310,Kloulklubed,PW,2022-12-31 01:14:23,7.0419,134.2556,79.3,77,100,10.56
311,Scottsbluff,US,2022-12-31 01:14:23,41.8666,-103.6672,40.32,45,40,9.22
312,Toora-Khem,RU,2022-12-31 01:14:24,52.4675,96.11,-10.46,100,100,0.76
313,Asau,RO,2022-12-31 01:14:24,46.4333,26.4,40.28,90,100,5.39
314,Tigil,RU,2022-12-31 01:14:24,57.8,158.6667,7.11,95,99,1.61
315,Beringovskiy,RU,2022-12-31 01:14:25,63.05,179.3167,-8.86,92,100,17.29
316,Oeiras,BR,2022-12-31 01:14:26,-7.0253,-42.1311,79.21,61,72,3.44
317,Pareora,NZ,2022-12-31 01:14:27,-44.4871,171.2132,61.56,63,18,11.61
318,Jiangyou,CN,2022-12-31 01:14:27,31.7667,104.7167,41.77,70,90,3.18
319,Saint George,US,2022-12-31 01:14:28,37.1041,-113.5841,43.43,88,100,1.01
320,Pingliang,CN,2022-12-31 01:15:28,35.5392,106.6861,25.5,58,58,0.36
321,Chifeng,CN,2022-12-31 01:15:28,42.2683,118.9636,14.68,45,0,6.15
322,Kencong,ID,2022-12-31 01:15:30,-8.2833,113.3667,82.02,72,91,3.51
323,Derzhavinsk,KZ,2022-12-31 01:15:30,51.1,66.3167,18.48,96,100,8.48
324,Longyearbyen,SJ,2022-12-31 01:15:31,78.2186,15.6401,26.44,80,75,19.57
325,Auki,SB,2022-12-31 01:15:33,-8.7676,160.7034,85.15,72,69,9.75
326,Tuatapere,NZ,2022-12-31 01:15:33,-46.1333,167.6833,65.23,50,100,7.18
327,Broken Hill,AU,2022-12-31 01:15:33,-31.95,141.4333,88.5,33,44,11.32
328,Laguna,US,2022-12-31 01:14:29,38.421,-121.4238,61.11,96,100,19.57
329,Port Hedland,AU,2022-12-31 01:15:35,-20.3167,118.5667,89.65,66,57,10.36
330,Pitimbu,BR,2022-12-31 01:15:35,-7.4706,-34.8086,79.39,76,100,12.97
331,Kavieng,PG,2022-12-31 01:15:36,-2.5744,150.7967,83.16,68,100,3.65
332,Lagoa,PT,2022-12-31 01:15:37,39.05,-27.9833,52.72,64,100,36.28
333,Clyde River,CA,2022-12-31 01:15:37,70.4692,-68.5914,-18.17,76,75,16.11
334,Umm Kaddadah,SD,2022-12-31 01:15:38,13.6017,26.6876,59.18,25,3,14.61
335,Klaksvik,FO,2022-12-31 01:15:38,62.2266,-6.589,29.32,67,100,27.96
336,Vazante,BR,2022-12-31 01:11:42,-17.9869,-46.9078,69.93,90,100,3.58
337,New Amsterdam,GY,2022-12-31 01:15:38,6.25,-57.5167,74.82,92,99,4.21
338,Ekhabi,RU,2022-12-31 01:15:39,53.5102,142.9671,4.01,94,100,9.33
339,Lasa,IT,2022-12-31 01:15:39,46.6166,10.7002,37.02,86,55,2.73
340,Anloga,GH,2022-12-31 01:15:41,5.7947,0.8973,78.26,74,10,2.82
341,Reyes,BO,2022-12-31 01:15:41,-14.3167,-67.3833,72.66,89,51,2.19
342,Nanortalik,GL,2022-12-31 01:15:41,60.1432,-45.2371,15.64,77,44,14.74
343,Sobolevo,RU,2022-12-31 01:15:42,54.4299,31.8996,34.12,94,89,14.14
344,Uyuni,BO,2022-12-31 01:15:43,-20.4597,-66.825,55.26,47,98,14.23
345,Awbari,LY,2022-12-31 01:15:44,26.5921,12.7805,50.81,43,0,5.37
346,Minggang,CN,2022-12-31 01:15:44,32.4586,114.0486,40.57,35,37,2.82
347,Ilula,TZ,2022-12-31 01:15:44,-7.6766,36.0366,59.56,97,97,3.69
348,Labytnangi,RU,2022-12-31 01:15:45,66.6572,66.4183,-25.46,100,83,0.63
349,Maceio,BR,2022-12-31 01:14:12,-9.6658,-35.7353,76.44,88,40,3.44
350,Baykit,RU,2022-12-31 01:14:49,61.67,96.37,-30.26,98,62,1.3
351,Nokaneng,BW,2022-12-31 01:15:45,-19.6667,22.2667,74.32,64,100,4.88
352,Tura,IN,2022-12-31 01:15:46,25.5198,90.2201,52.18,64,0,2.86
353,San Joaquin,US,2022-12-31 01:15:46,37.9333,-121.3011,62.49,94,100,20.71
354,Yilan,TW,2022-12-31 01:15:47,24.757,121.753,66.02,94,100,4.03
355,Perugia,IT,2022-12-31 01:15:48,43.05,12.55,58.48,85,100,1.99
356,Roald,NO,2022-12-31 01:15:48,62.5833,6.1333,44.74,76,75,10.36
357,Shenjiamen,CN,2022-12-31 01:15:49,29.9576,122.298,46.63,58,1,13.8
358,Sitka,US,2022-12-31 01:15:49,57.0531,-135.33,42.69,87,100,3.44
359,Mtwara,TZ,2022-12-31 01:15:49,-10.2667,40.1833,78.67,80,100,6.82
360,New Lenox,US,2022-12-31 01:15:50,41.512,-87.9656,37.26,89,100,4.61
361,Isangel,VU,2022-12-31 01:15:50,-19.55,169.2667,84.47,71,32,16.46
362,Pavilosta,LV,2022-12-31 01:15:51,56.8879,21.1859,39.11,80,100,20.58
363,Divnomorskoye,RU,2022-12-31 01:15:52,44.5011,38.1353,49.71,86,100,10.04
364,Tarakan,ID,2022-12-31 01:15:52,3.3,117.6333,79.48,80,100,2.15
365,Byron Bay,AU,2022-12-31 01:15:54,-28.65,153.6167,78.94,66,10,9.15
366,Gornopravdinsk,RU,2022-12-31 01:15:54,60.05,69.9,-23.98,99,13,3.47
367,Bandarbeyla,SO,2022-12-31 01:15:54,9.4942,50.8122,76.24,88,100,18.5
368,Romans-Sur-Isere,FR,2022-12-31 01:16:59,45.0464,5.0562,57.4,87,99,5.75
369,Ureki,GE,2022-12-31 01:16:59,41.9956,41.7786,42.76,60,0,5.01
370,Ostrovnoy,RU,2022-12-31 01:17:00,68.0531,39.5131,12.58,87,95,19.48
371,Shakawe,BW,2022-12-31 01:17:00,-18.3667,21.85,70.75,78,100,2.64
372,Wixom,US,2022-12-31 01:17:01,42.5248,-83.5363,49.19,90,100,3.44
373,Kruisfontein,ZA,2022-12-31 01:17:02,-34.0033,24.7314,55.89,84,0,3.71
374,Asekeyevo,RU,2022-12-31 01:17:02,53.5742,52.7972,1.81,99,100,3.89
375,Tole,UA,2022-12-31 01:17:03,44.7167,33.8167,48.96,90,97,5.39
376,Mizdah,LY,2022-12-31 01:17:03,31.4451,12.9801,49.26,41,0,3.22
377,Alem Paraiba,BR,2022-12-31 01:17:03,-21.8878,-42.7044,71.38,98,100,3.04
378,San Rafael Del Sur,NI,2022-12-31 01:17:05,11.8485,-86.4384,79.77,70,5,9.57
379,Mirante Do Paranapanema,BR,2022-12-31 01:14:31,-22.2919,-51.9064,73.63,82,100,6.67
380,Panaba,MX,2022-12-31 01:17:07,21.2833,-88.2667,76.15,77,0,14.38
381,Iracoubo,GF,2022-12-31 01:17:08,5.4802,-53.2011,76.73,89,96,9.28
382,Kerchevskiy,RU,2022-12-31 01:17:08,59.946,56.2884,-4.61,95,100,4.09
383,Langsa,ID,2022-12-31 01:17:08,4.4683,97.9683,74.5,87,100,2.42
384,Sorong,ID,2022-12-31 01:17:09,-0.8833,131.25,77.99,84,100,8.84
385,Talcahuano,CL,2022-12-31 01:17:09,-36.7167,-73.1167,56.88,94,0,5.75
386,Ca Mau,VN,2022-12-31 01:17:10,9.1769,105.15,74.1,60,100,7.38
387,Waddan,LY,2022-12-31 01:17:11,29.1614,16.139,52.52,67,0,3.29
388,Platteville,US,2022-12-31 01:16:42,42.7342,-90.4785,25.25,80,0,4.61
389,Alcudia,ES,2022-12-31 01:17:11,39.8532,3.1214,57.69,66,15,10.0
390,Leshukonskoye,RU,2022-12-31 01:17:12,64.8989,45.7622,4.55,95,81,7.36
391,Panama City,PA,2022-12-31 01:15:00,8.9936,-79.5197,78.75,75,0,5.75
392,Lokosovo,RU,2022-12-31 01:17:12,61.1333,74.8167,-21.1,100,94,3.36
393,Nesna,NO,2022-12-31 01:17:13,66.1967,13.0213,39.72,79,100,21.85
394,Sale,MA,2022-12-31 01:17:13,34.0389,-6.8166,60.64,71,0,4.61
395,Pontianak,ID,2022-12-31 01:17:14,-0.0333,109.3333,78.78,83,20,10.36
396,Huilong,CN,2022-12-31 01:17:14,31.8111,121.655,41.11,54,0,5.26
397,Touros,BR,2022-12-31 01:16:45,-5.1989,-35.4608,79.9,77,100,14.43
398,Newport,GB,2022-12-31 01:15:24,51.5877,-2.9984,52.45,91,100,16.67
399,Dubbo,AU,2022-12-31 01:17:16,-32.25,148.6167,84.33,39,7,8.05
400,Alvorada,BR,2022-12-31 01:17:19,-12.48,-49.1247,73.2,93,100,0.58
401,Lima,PE,2022-12-31 01:13:38,-12.0432,-77.0282,73.9,74,0,18.41
402,Puri,IN,2022-12-31 01:17:20,19.8,85.85,61.32,75,5,2.59
403,Ulaanbaatar,MN,2022-12-31 01:17:21,47.9077,106.8832,-23.67,69,26,2.24
404,Ginda,IN,2022-12-31 01:17:22,30.6945,78.4932,36.84,25,1,6.64
405,Aracaju,BR,2022-12-31 01:17:22,-10.9111,-37.0717,80.55,74,20,10.36
406,Lyngdal,NO,2022-12-31 01:17:24,58.1376,7.07,46.99,83,76,26.44
407,Halifax,CA,2022-12-31 01:13:39,44.6453,-63.5724,39.45,97,100,1.01
408,Matara,LK,2022-12-31 01:17:26,5.9485,80.5353,71.89,82,100,6.58
409,Namibe,AO,2022-12-31 01:17:26,-15.1961,12.1522,73.54,82,100,4.18
410,Solnechnyy,RU,2022-12-31 01:17:28,50.7214,136.6319,2.61,89,100,1.81
411,Port-De-Bouc,FR,2022-12-31 01:17:28,43.4,4.9833,51.58,93,0,3.44
412,Constitucion,CL,2022-12-31 01:17:24,-35.3333,-72.4167,57.87,95,9,1.66
413,Parauna,BR,2022-12-31 01:17:28,-16.9478,-50.4486,71.1,91,100,3.89
414,Alta Floresta,BR,2022-12-31 01:17:29,-9.8756,-56.0861,70.86,97,79,2.08
415,Belmonte,BR,2022-12-31 01:18:29,-15.8631,-38.8828,75.97,89,68,6.6
416,Big Bend,SZ,2022-12-31 01:18:37,-26.8167,31.9333,67.17,94,100,2.3
417,Delta Del Tigre,UY,2022-12-31 01:18:37,-34.7633,-56.3853,80.89,47,0,8.86
418,Albanel,CA,2022-12-31 01:18:38,48.8832,-72.4487,44.74,93,100,5.75
419,Acajutla,SV,2022-12-31 01:18:38,13.5928,-89.8275,77.36,79,41,6.17
420,Iqaluit,CA,2022-12-31 01:18:38,63.7506,-68.5145,-20.31,75,0,5.75
421,Posse,BR,2022-12-31 01:18:39,-14.0931,-46.3694,68.36,86,100,3.83
422,Ratangarh,IN,2022-12-31 01:18:39,28.0833,74.6,49.24,66,5,6.46
423,Barra,BR,2022-12-31 01:15:28,-11.0894,-43.1417,76.8,70,72,6.31
424,Augusta,DE,2022-12-31 01:16:00,48.3667,10.8833,56.5,80,75,17.27
425,Pervomaysk,UA,2022-12-31 01:18:40,48.0443,30.8507,36.0,78,31,5.86
426,Gobabis,NA,2022-12-31 01:18:40,-22.45,18.9667,70.56,63,16,9.28
427,Shimoda,JP,2022-12-31 01:18:41,34.6667,138.95,50.36,70,67,3.29
428,Erenhot,CN,2022-12-31 01:18:41,43.6475,111.9767,9.99,64,48,7.47
429,Valley City,US,2022-12-31 01:18:42,46.9233,-98.0032,14.52,100,100,11.5
430,Kill,IE,2022-12-31 01:18:42,52.1761,-7.335,47.73,89,100,6.06
431,Carahue,CL,2022-12-31 01:17:34,-38.7,-73.1667,53.4,89,0,4.12
432,Pandan,PH,2022-12-31 01:18:44,14.0453,124.1694,80.62,85,99,5.97
433,Olafsvik,IS,2022-12-31 01:18:44,64.8945,-23.7142,22.57,68,100,25.26
434,Los Llanos De Aridane,ES,2022-12-31 01:18:44,28.6585,-17.9182,62.35,76,0,2.3
435,Salima,MW,2022-12-31 01:18:46,-13.7804,34.4587,70.11,91,100,3.15
436,Karabulak,RU,2022-12-31 01:18:49,43.3036,44.8964,18.59,56,10,2.24
437,Ust-Nera,RU,2022-12-31 01:18:50,64.5667,143.2,-13.47,99,100,2.13
438,Paita,PE,2022-12-31 01:18:51,-5.0892,-81.1144,70.09,80,100,13.53
439,Ugoofaaru,MV,2022-12-31 01:18:51,5.6667,73.0,80.85,73,20,16.04
440,Santarem,BR,2022-12-31 01:18:51,-2.4431,-54.7083,77.13,94,0,3.44
441,Ayan,RU,2022-12-31 01:18:53,56.45,138.1667,-1.97,67,84,11.88
442,Nishihara,JP,2022-12-31 01:18:54,26.1842,127.7558,64.06,77,75,14.97
443,Mount Isa,AU,2022-12-31 01:18:54,-20.7333,139.5,89.37,55,99,11.5
444,Trinidad,BO,2022-12-31 01:18:54,-14.8333,-64.9,75.36,90,100,3.85
445,Bonthe,SL,2022-12-31 01:18:54,7.5264,-12.505,77.74,81,87,2.91
446,Harlingen,US,2022-12-31 01:18:55,26.1906,-97.6961,71.55,90,0,8.05
447,Geraldton,AU,2022-12-31 01:18:56,-28.7667,114.6,75.61,53,75,14.97
448,Kharp,RU,2022-12-31 01:18:56,66.8014,65.8081,-21.26,100,99,1.45
449,San Vicente De Canete,PE,2022-12-31 01:18:57,-13.0751,-76.3835,69.6,88,100,4.0
450,Whitehorse,CA,2022-12-31 01:18:58,60.7161,-135.0538,-3.23,84,75,0.0
451,Salinopolis,BR,2022-12-31 01:18:59,-0.6136,-47.3561,78.46,82,100,8.55
452,Aksarka,RU,2022-12-31 01:19:00,66.5606,67.7975,-28.48,100,25,3.4
453,Kothi,IN,2022-12-31 01:19:01,24.75,80.7833,53.56,48,0,2.15
454,Garachine,PA,2022-12-31 01:19:01,8.0647,-78.3628,79.45,84,6,0.87
455,Sisimiut,GL,2022-12-31 01:19:02,66.9395,-53.6735,2.8,79,100,9.64
456,Moussoro,TD,2022-12-31 01:19:02,13.6408,16.4901,61.38,19,6,13.29
457,Tautira,PF,2022-12-31 01:19:04,-17.7333,-149.15,79.77,78,34,11.36
458,Gladstone,AU,2022-12-31 01:19:04,-23.85,151.25,85.78,57,100,13.8
459,Balsas,BR,2022-12-31 01:15:46,-7.5325,-46.0356,73.98,89,88,2.15
460,Taguisa,PH,2022-12-31 01:20:06,6.6983,124.0358,81.14,75,100,1.34
461,Iiyama,JP,2022-12-31 01:20:06,36.85,138.3667,34.84,87,43,1.28
462,Te Anau,NZ,2022-12-31 01:20:07,-45.4167,167.7167,66.42,48,78,3.42
463,Saint-Augustin,CA,2022-12-31 01:20:07,51.226,-58.6502,25.88,98,100,6.51
464,Saint Anthony,US,2022-12-31 01:20:10,45.0205,-93.218,20.82,79,40,6.91
465,Sucre,BO,2022-12-31 01:20:10,-19.0333,-65.2627,61.43,57,100,5.03
466,Krasnoarmeyskoye,RU,2022-12-31 01:20:11,52.7182,50.0322,25.5,97,100,3.44
467,Dryden,CA,2022-12-31 01:20:11,49.7833,-92.7503,7.09,92,100,8.05
468,Sadiqabad,PK,2022-12-31 01:20:12,28.3062,70.1307,52.32,58,100,1.45
469,Naze,JP,2022-12-31 01:20:13,28.3667,129.4833,58.12,67,50,16.26
470,Upata,VE,2022-12-31 01:20:13,8.0086,-62.3989,73.18,97,12,3.62
471,Bilibino,RU,2022-12-31 01:20:13,68.0546,166.4372,-32.91,98,9,3.53
472,Kerman,IR,2022-12-31 01:20:14,30.2832,57.0788,26.46,80,0,4.61
473,Alepe,CI,2022-12-31 01:20:14,5.5004,-3.6631,80.47,89,33,2.64
474,Krasnoyarka,RU,2022-12-31 01:20:15,55.3333,73.1167,-5.85,98,100,5.82
475,Palmer,US,2022-12-31 01:19:42,42.1584,-72.3287,49.55,68,20,12.66
476,Port Augusta,AU,2022-12-31 01:19:22,-32.5,137.7667,87.51,24,0,7.43
477,Svetlyy,RU,2022-12-31 01:20:16,54.675,20.1347,39.25,76,100,19.75
478,Poum,NC,2022-12-31 01:20:17,-20.2333,164.0167,81.16,75,5,17.74
479,Mastic Beach,US,2022-12-31 01:20:17,40.7668,-72.8521,48.78,93,0,5.75
480,Russas,BR,2022-12-31 01:17:28,-4.9403,-37.9758,81.45,63,93,8.99
481,Nago,JP,2022-12-31 01:20:18,26.5881,127.9761,64.83,78,99,18.52
482,Port Blair,IN,2022-12-31 01:20:18,11.6667,92.75,69.84,94,20,1.14
483,Krutinka,RU,2022-12-31 01:20:20,56.0055,71.5113,-10.3,100,100,6.73
484,Voi,KE,2022-12-31 01:20:20,-3.3945,38.563,69.26,95,87,0.87
485,Soyo,AO,2022-12-31 01:20:21,-6.1349,12.3689,78.3,87,100,5.1
486,Bull Savanna,JM,2022-12-31 01:20:21,17.8868,-77.5902,72.59,79,0,8.01
487,Semirom,IR,2022-12-31 01:20:22,31.4167,51.5667,26.2,53,100,2.75
488,Severnoye,RU,2022-12-31 01:20:23,56.3491,78.3619,-18.06,100,98,2.64
489,Egvekinot,RU,2022-12-31 01:20:25,66.3167,-179.1667,-14.26,86,100,11.27
490,Mocuba,MZ,2022-12-31 01:20:26,-16.8392,36.9856,70.9,99,76,1.01
491,Diamantino,BR,2022-12-31 01:20:26,-14.4086,-56.4461,75.47,90,100,5.01
492,Hailar,CN,2022-12-31 01:20:27,49.2,119.7,-11.78,96,5,6.62
493,Half Moon Bay,US,2022-12-31 01:20:22,37.4636,-122.4286,63.0,93,100,25.32
494,Goldap,PL,2022-12-31 01:20:28,54.3063,22.3036,37.83,86,100,15.03
495,San Miguel,SV,2022-12-31 01:20:29,13.4833,-88.1833,80.2,61,0,5.75
496,Chirongui,YT,2022-12-31 01:20:30,-12.9319,45.1483,76.93,73,99,7.38
497,Voh,NC,2022-12-31 01:20:30,-20.9667,164.7,83.46,73,100,14.52
498,Namatanai,PG,2022-12-31 01:20:30,-3.6667,152.4333,84.45,67,74,6.42
499,Kozhevnikovo,RU,2022-12-31 01:20:31,56.2589,83.9714,-10.86,100,100,2.51
500,Magadan,RU,2022-12-31 01:20:18,59.5667,150.8,-3.53,73,100,9.91
